Reading dataset
Processing images into graphs... Took 89.51170301437378s
4.3653	6.25%	2 (x28)
9.1435	3.12%	2 (x17)
2.5776	15.62%	2 (x29)
2.9837	9.38%	2 (x31)
3.2028	9.38%	2 (x25)
2.4044	18.75%	2 (x29)
2.5279	6.25%	2 (x29)
2.6273	12.50%	2 (x31)
2.8674	9.38%	2 (x27)
2.8537	12.50%	2 (x28)
2.5237	6.25%	2 (x29)
2.7627	12.50%	2 (x23)
2.3908	15.62%	2 (x30)
2.6421	6.25%	2 (x19)
5.4907	9.38%	9 (x10)
4.3563	9.38%	2 (x31)
2.3457	9.38%	2 (x30)
2.4693	12.50%	2 (x30)
2.6226	9.38%	1 (x32)
2.7274	3.12%	9 (x15)
3.0531	6.25%	1 (x22)
2.8978	3.12%	2 (x29)
2.5576	6.25%	2 (x31)
2.2692	15.62%	2 (x30)
2.2877	6.25%	2 (x28)
2.5810	9.38%	1 (x23)
2.2144	15.62%	2 (x30)
2.2997	6.25%	2 (x31)
2.4047	3.12%	2 (x31)
2.5250	18.75%	2 (x29)
2.4465	12.50%	2 (x30)
2.4138	6.25%	2 (x26)
2.6215	9.38%	2 (x30)
2.2268	9.38%	2 (x27)
2.3232	9.38%	2 (x29)
2.3454	6.25%	2 (x29)
2.3324	3.12%	2 (x30)
2.3414	9.38%	2 (x31)
6.2373	9.38%	0 (x18)
2.5548	6.25%	2 (x29)
2.4826	15.62%	1 (x31)
2.4580	9.38%	2 (x30)
2.3831	18.75%	1 (x30)
2.5905	3.12%	2 (x27)
2.4185	6.25%	2 (x29)
2.4809	12.50%	1 (x31)
2.5462	3.12%	1 (x30)
2.6454	9.38%	2 (x31)
2.2621	15.62%	1 (x30)
2.3153	12.50%	2 (x25)
2.3463	9.38%	2 (x24)
2.3858	9.38%	1 (x26)
2.2812	18.75%	2 (x26)
3.5186	9.38%	2 (x18)
2.4718	12.50%	2 (x26)
2.3612	6.25%	1 (x22)
2.6882	0.00%	2 (x22)
2.2843	12.50%	2 (x29)
2.3189	6.25%	3 (x20)
2.3167	12.50%	2 (x30)
2.4496	3.12%	3 (x24)
2.3741	9.38%	2 (x30)
2.4761	3.12%	2 (x27)
2.5256	6.25%	2 (x29)
2.2684	9.38%	3 (x16)
2.3292	15.62%	2 (x29)
2.3922	6.25%	3 (x17)
2.2937	12.50%	2 (x28)
2.3858	6.25%	2 (x15)
2.4346	3.12%	2 (x19)
2.4383	18.75%	2 (x24)
2.3459	21.88%	2 (x31)
2.2904	6.25%	2 (x27)
2.4251	6.25%	2 (x28)
2.2752	6.25%	2 (x30)
2.2557	9.38%	2 (x29)
2.3754	6.25%	2 (x28)
2.4519	6.25%	2 (x30)
2.3474	12.50%	2 (x27)
2.2324	15.62%	2 (x16)
2.3884	9.38%	2 (x28)
2.2730	15.62%	2 (x29)
2.3345	6.25%	2 (x30)
2.3398	9.38%	2 (x20)
2.3142	12.50%	2 (x28)
2.2252	21.88%	2 (x27)
2.2680	12.50%	2 (x26)
2.4389	9.38%	2 (x28)
2.3005	9.38%	2 (x30)
2.3541	21.88%	2 (x24)
2.3340	12.50%	2 (x29)
2.4085	15.62%	5 (x19)
2.2902	9.38%	2 (x27)
2.2959	6.25%	2 (x28)
2.3589	15.62%	5 (x28)
2.3303	15.62%	2 (x17)
2.2827	12.50%	2 (x21)
2.3327	21.88%	2 (x19)
2.3170	9.38%	2 (x21)
2.2891	6.25%	5 (x19)
2.3002	3.12%	2 (x15)
2.3098	6.25%	2 (x18)
2.4361	12.50%	5 (x27)
2.3080	12.50%	2 (x17)
2.5784	18.75%	2 (x18)
2.4047	9.38%	2 (x15)
2.2826	9.38%	2 (x30)
2.2530	15.62%	5 (x23)
